conversation_id,verdict,mode,failed_criteria,reason
22cd4bb4077f621da7dfb87eef60efef,REJECT,2.2,c,Write fictional medical bladder journal; ungrounded creative generation
4109ae3fdaaba8eff8fe6e60470a2932,ACCEPT,3.2,none,Multi-step curriculum design for bookkeeping; investigative planning
bdd3bef4a6d8b3bde38b5f97174b242d,ACCEPT,1.2,none,Requests current 2023 whale watching info for Madeira; temporal marker
66bdf45a2f95b71171f4c71d355f984e,REJECT,2.2,c,Write short speech for school presentation; ungrounded generation
e0e53fd17bc4de145954c909b4cc740f,REJECT,2.1,c,Write SQL from given schema; utility/textbook task not high_gn
5a4cdffba38831e593aff1a87663cca7,ACCEPT,1.3,none,Seeks advisory recommendation on insourcing recruitment plan
d2218498dda918b7a8020031c062dd7d,EDGE_CASE,1.3,none,Gear recommendation mixes calculation (1.1) with advisory (1.3)
ca255888bb4b4d0fe871295854340399,ACCEPT,1.3,none,Seeks practical advisory on pest control with available materials
594d864d60c6868d8a884b759578b90a,REJECT,2.1,c,Rephrase a section title; trivial utility not high_gn
74141d09db33b9ba30f8858cd6266238,REJECT,2.2,c,Continue DDLC fanfiction from Yuri POV; creative generation
922d1be2be32e05766f998a0d0527245,REJECT,1.1,c,Diesel vs gasoline pros/cons is stable factual knowledge; low_gn
6e5f04af3787996ed962abef4d0c9991,REJECT,2.3,c,Generate IPv6 presentation content; grounded generation not high_gn
4ac016142de576cae956628c8639a909,ACCEPT,1.3,none,Seeks advisory on best remote jobs; subjective recommendation
251eb9c4ce40d250c30d69fff028e64f,ACCEPT,1.3,none,German-language advisory on writing a Leserbrief; subjective tips
683e3a0e3708fdb3eff98914369ef8ac,ACCEPT,2.3,none,Generate news article from provided PR content; grounded generation
6e846701d6950ecb0ed36f66b22be2fe,REJECT,2.2,d,Garbled prompt for Homer Simpson dialog; partially unintelligible
040e90c8793c36e6ad450a6a52c6ff0a,ACCEPT,2.1,none,Rewrite existing business description; utility transform task
c4cee5d55ee561bbba5916d53a1982c9,ACCEPT,1.3,none,Advisory analysis of business environment impact on John Lewis
7082bcd84cd3db637b12c29cda68564b,REJECT,2.1,c,Rephrase a single provided paragraph; trivial utility not high_gn
9940928449dc8a6b6f6211779d7713fc,REJECT,2.1,c,Polish provided email text; utility task not high_gn
5157319258695735dbe668e48364a88f,ACCEPT,2.3,none,Generate scam-bait response grounded in provided email content
80be18a48b78b78256446bb3c1d3a9bd,ACCEPT,1.2,none,Seeks specific current digital asset (Pixel 6 wallpaper); retrieval task
41464d8b2286126e5f9be93e2f83f64c,ACCEPT,1.3,none,Seeks broad advisory on becoming successful; subjective guidance
4db761d75bbc9a31a9f1f07f5889b0c3,REJECT,2.3,c,Generate blog post content on wifi safety; grounded generation not high_gn
1dbc50fe337e123d47c5ee2914b1e4c7,REJECT,2.1,c,Expand/rewrite provided invitation text; utility task not high_gn
a99e75b2679f5f7e1e179145b3f823e9,ACCEPT,3.2,none,Multi-step curriculum design with course recommendations; investigative
1e33f7fd6d6e6e69e8fe87fb472712eb,REJECT,2.2,c,Roleplay as Walking Dead character; creative generation not high_gn
8f1b721ebd054069c0323a9aadcc99e2,REJECT,2.1,c,Rephrase a provided paragraph on demographics; utility not high_gn
8aa34ff53449de2ee6e93fc5e9bf260b,ACCEPT,3.2,none,Open-ended research task requiring online investigation; multi-step
545985d3ba68c6baca591f14c2192300,ACCEPT,1.3,none,Seeks advisory on Windows optimization for gaming; subjective tips
a692983783071867a598626a100fe401,REJECT,2.1,c,Rephrase a single provided sentence; trivial utility not high_gn
f2e4a12e71d9eebc2640cfe35c99ed19,REJECT,1.1,c,Multiple-choice quiz on Principle of Least Privilege; static fact
c423b0c23af4573e434217a1b8547daa,ACCEPT,1.2,none,Asks current weather for specific location; real-time data needed
a40783dd36eeb50aaedbae032a582c72,REJECT,1.1,c,Kotlin MutableMap usage is stable API knowledge; static fact
7ec2a71e8dcf5291b4e7683f40d9852a,REJECT,1.1,c,EIGRP feasible distance via CLI is stable technical fact; low_gn
63a7584b45f2b1e457f7ccd425cab637,ACCEPT,1.2,none,Seeks current B2B trading platforms; dynamic market recommendations
7bb3514f17667372f0d2774add822227,EDGE_CASE,1.2,d,Slightly unclear phrasing but seeks current tool recommendation
e4edb28ddb61f9a29d57d4738f2a1e61,REJECT,2.1,a;c,Says "EDIT:" implying prior conversation context; utility rewrite
f90d51932244b05fc00521c320f7ca4c,ACCEPT,1.3,none,Seeks advisory on best Python learning resources; subjective
3bcc3207a4673e0889d46be14767b593,ACCEPT,2.3,none,Generate email proposal grounded in specified requirements
1781f01143c54f3567b7698c3f75b607,ACCEPT,3.2,none,Multi-step research on email security protocols; investigative
ae0cc57f163e8136ad4e9f9cfcab08fb,REJECT,2.1,c,Rewrite provided personal message text; utility not high_gn
851464b83a5ca5a79542bc5a04b981de,REJECT,2.2,c,Continue creative fiction story about dentists; ungrounded generation
bb9897cae38e8b7dbcb118e8beef3991,ACCEPT,3.2,none,Multi-step curriculum design for accountancy skills; investigative
e3eaed3251b7dc9798bf0ec916b23d9e,ACCEPT,3.1,none,Transactional request to find specific PDF download link
4295aed8ee1746522da7c6627cc82f0d,REJECT,1.1,c,Short research on economic institutions; static factual content
29003538ce8e0b7d6b0690ebad79bc80,ACCEPT,3.2,none,Multi-step investigation to find 30 course recommendations
cd8b9df3e46f8660574ecaf021db69ff,ACCEPT,3.2,none,Interactive multi-step investigation to find ideal city/neighborhood
e13ddc39cadd826e00633f904c28a84b,ACCEPT,2.1,none,Rewrite LinkedIn founder bio in simpler English; utility transform
ff7fdca0de99e6d92d417f800c45193d,ACCEPT,1.2,none,SEO keyword research for Cape Cod; needs current search data
48d9ecc89b552be34a1fdbcea314f97b,REJECT,1.1,c,IT governance pros/cons is stable knowledge; static fact low_gn
85e653818edf2ae4ba406a082f6e9d2e,REJECT,1.1,c,Logcat app name output is stable Android technical fact; low_gn
d0e8f892d4faa6697e251b8032b68cdf,REJECT,2.1,c,SQL query analysis/debugging; utility task not high_gn
850b7384335cbdbc218cebb996f1a1d7,REJECT,1.1,c,Multiple-choice financial ratio analysis; static textbook question
60d017c78027c717fb5a31033bff838e,ACCEPT,3.2,none,Multi-step historical policy research on French forestry; investigative
26f93f50f2962b424bcdc9f80208f2fe,ACCEPT,1.2,none,Seeks current PhD programs in biostatistics; needs up-to-date info
0fefa62ab3b3859c49b79a2270ed4650,REJECT,2.1,a,References "the plan above" from prior turn; not standalone
02ed26c09bbce1575f2300f95fdcc981,REJECT,1.1,c,Monolithic architecture description is stable CS knowledge; low_gn
89487c11e35985484ca3b839251de03d,REJECT,2.2,c,Continue DDLC fanfiction dialogue; creative generation not high_gn
0144419832d8f284bdb232b3a62e36a5,ACCEPT,1.3,none,Seeks subjective crochet pattern recommendations for gift
b34b2aa5a0983372881f2d4e6ca8ef8f,REJECT,1.1,c,Multiple-choice code comprehension question; static fact
b997a68fa3d587636a8d0d47636f82d8,REJECT,2.2,c,Creative worldbuilding for fictional mecha justification; not high_gn
f63dd4e15dc64839fdec158a29d355a5,REJECT,2.1,a;d,References Fig. S10 and Table S6 not provided; incomplete fragment
1d8f171d7fecf69befb4362c70713ad7,ACCEPT,1.3,none,Seeks subjective advisory on getting over someone emotionally
