conversation_id,verdict,gio_mode,criteria_a,criteria_b,criteria_c,criteria_d,reject_reasons
cfe9283cf39cd2e8bb7d38e4aea8ee09,ACCEPT,1.3,PASS,PASS,PASS,PASS,
7f8046695eb62798b2ee0bbfabccefc9,ACCEPT,1.3,PASS,PASS,PASS,PASS,
21bad383b7d5e1e1e8c159b4b162e652,ACCEPT,1.3,PASS,PASS,PASS,PASS,
eff0bdf0be2833d24bcdbe4cddb033e3,ACCEPT,1.3,PASS,PASS,PASS,PASS,
8c60a610d192e890a78b18e71f846eba,EDGE_CASE,1.1,PASS,PASS,FAIL,PASS,Has is it safe language but demands Yes/No factual answer; borderline between 1.1 and 1.3
0fa2ed178e64f92e3149a27ed1961be3,ACCEPT,1.3,PASS,PASS,PASS,PASS,
ef8b99e5ef6643c3076c473c2e9a4ccd,ACCEPT,1.3,PASS,PASS,PASS,PASS,
6459734fa671404eba4adaba4feef7c5,ACCEPT,1.3,PASS,PASS,PASS,PASS,
a7e92f55e310ced7445db609985d803d,ACCEPT,1.3,PASS,PASS,PASS,PASS,
da9d54e833032b9e5fb9a42e0950c742,ACCEPT,1.3,PASS,PASS,PASS,PASS,
4dee0faa52c9579e49969f09e82cea04,ACCEPT,1.3,PASS,PASS,PASS,PASS,
47446f499f4eea11c50abc82b48e925d,ACCEPT,1.3,PASS,PASS,PASS,PASS,
3fd73ec16668b0af7907de669a7cc92e,ACCEPT,1.3,PASS,PASS,PASS,PASS,
c9fb2f7ef740e7a629960e70edcff6e4,ACCEPT,1.3,PASS,PASS,PASS,PASS,
21e2c9d9161083d777505eca2c9f1a45,ACCEPT,1.3,PASS,PASS,PASS,PASS,
ff94cb17d48636b042e74be4bf056934,ACCEPT,1.3,PASS,PASS,PASS,PASS,
86d81973819443288b7300fe2737a79b,ACCEPT,1.3,PASS,PASS,PASS,PASS,
496902caff3f68d9eb6d27df43d00410,ACCEPT,1.3,PASS,PASS,PASS,PASS,
8dd543d81ba18bb3a8c2ad1e844a9491,ACCEPT,1.3,PASS,PASS,PASS,PASS,
680c612bd98680dea6d34b0412edb031,REJECT,1.1,PASS,FAIL,FAIL,PASS,Pure mathematical calculation (dividend yield) not advisory
ad159d5781539aa6040b7edbd5f47579,REJECT,2.2,PASS,FAIL,FAIL,PASS,Creative character sheet generation (Cthulhu RPG) not advisory
883c4222e014883c334dbd0dd5e9a29c,REJECT,2.1,PASS,FAIL,FAIL,PASS,Grammar check task (Utility 2.1) not advisory
d6203df67270c1751f938ae1bb8f7646,ACCEPT,1.3,PASS,PASS,PASS,PASS,
0ed9b38d3189691a9eea260cbe77fce5,ACCEPT,1.3,PASS,PASS,PASS,PASS,
86337773e8f3cd4709ce153313297365,ACCEPT,1.3,PASS,PASS,PASS,PASS,
9b253b34e0a01a359aba7f259031aa7a,ACCEPT,1.3,PASS,PASS,PASS,PASS,
42eb0816e9844fbfd2a09c0dbc1d9d61,ACCEPT,1.3,PASS,PASS,PASS,PASS,
140992bc5362d86e94c0e12e60fbad56,REJECT,2.2,PASS,FAIL,FAIL,PASS,Travel guide content generation task not advisory
7890e104e28edcabaa04a99ffd6e7f20,ACCEPT,1.3,PASS,PASS,PASS,PASS,
a8c1f97509029885b3f8d80c97019055,ACCEPT,1.3,PASS,PASS,PASS,PASS,
1ca4f94481ae2026f1d883fd5332ba2c,ACCEPT,1.3,PASS,PASS,PASS,PASS,
f39cf2bae894ab0529cea805ec6c6fa5,ACCEPT,1.3,PASS,PASS,PASS,PASS,
0fb028552b775d009aa3e0f970894a7a,ACCEPT,1.3,PASS,PASS,PASS,PASS,
1a7eefed616deb7d76e0795e0b744828,REJECT,2.3,PASS,FAIL,FAIL,PASS,Text rewriting task (Grounded Generation 2.3) not advisory
ae5f293bf9382ee90efb67434d369cc9,ACCEPT,1.3,PASS,PASS,PASS,PASS,
13e56fa900ba22e106321ff64be306f8,REJECT,2.2,PASS,FAIL,FAIL,PASS,Creative fiction/roleplay continuation not advisory
