conversation_id,verdict,gio_mode,criteria_a,criteria_b,criteria_c,criteria_d,reject_reasons
36ebae5a3bc3d79dba94f9e7dcd0e244,REJECT,1.3,PASS,PASS,FAIL,PASS,Commercial advisory about product sourcing for Amazon FBA; mode 1.3 not parametric trap
0c08645d5eaac1cce95adc285490809d,ACCEPT,1.2,PASS,PASS,PASS,PASS,
44ada54d2054e02863f3bae5caea6ad7,REJECT,1.1,PASS,PASS,FAIL,PASS,Historical fact (12th US president = Zachary Taylor); completely stable; pure 1.1
ca8918565e02d9568684c8b58121cad7,REJECT,2.2,PASS,PASS,FAIL,PASS,Speculative creative prompt (Jon Snow + Gendry merge); mode 2.2 not parametric trap
bbd0ede9d162a876fedeca51d7ab960f,EDGE_CASE,1.2,PASS,PASS,PASS,PASS,Research question about evolving AI field; looks factual but knowledge frontier shifts rapidly
8b2cf3665e8edb4cea3eab3af83fb944,REJECT,1.3,PASS,PASS,FAIL,PASS,Advisory about operational cost reduction objectives; mode 1.3 not parametric trap
70cb3901a4a0007eac96e7717721bb20,REJECT,1.1,PASS,PASS,FAIL,PASS,Historical demographic question pinned to specific year (1975); stable; pure 1.1
7ffb10d9faa0537e388f5688968ec746,REJECT,1.1,PASS,PASS,FAIL,PASS,Cultural knowledge question about African anecdotes; stable; pure 1.1
ca66e1e182b5fbadce3fd414a42412af,ACCEPT,1.2,PASS,PASS,PASS,PASS,
fbd4bc90b5da9f5e9f8487f9efbabd06,REJECT,1.1,PASS,PASS,FAIL,PASS,Attribution question for a quoted passage; stable authorship; pure 1.1
4c0e7a40e4cdbb544eaba8b4d900843a,REJECT,2.3,PASS,PASS,FAIL,PASS,Explanation of terminology within provided physics text; mode 2.3 grounded not parametric trap
9cf3fb71c2cb8aedbbe6e68e3be2ecac,REJECT,2.2,PASS,PASS,FAIL,PASS,Speculative alternate history/geopolitics; mode 2.2 creative not parametric trap
47e4375098b6e1d882d28dfd9f8f28e9,EDGE_CASE,1.1,PASS,PASS,PASS,PASS,Looks like stable linguistic fact but could change as new words are documented; mild parametric trap
1d583fb74c2b01764832237f8d959f22,REJECT,1.3,PASS,PASS,FAIL,PASS,Literary analysis/advisory about narrative themes; mode 1.3 not parametric trap
13c08ffd40d43ebd57ef0e4cb0770a7e,REJECT,1.3,PASS,PASS,FAIL,PASS,Advisory about coaching benefits for CEOs; mode 1.3 not parametric trap
8aff322540c17c370c2cdb318bf39027,REJECT,2.1,PASS,PASS,FAIL,PASS,Code/command explanation of a curl POST request; mode 2.1 utility not parametric trap
679afa1d5cd3816d654ca6c277fd7ba3,REJECT,1.2,PASS,PASS,FAIL,PASS,Meta-question about AI training date; not real-world entity parametric trap
02b1ec2dd09d8de72773fcc62dfd6d18,ACCEPT,1.2,PASS,PASS,PASS,PASS,
6c026e323295560dea468744045787e2,ACCEPT,1.2,PASS,PASS,PASS,PASS,
