conversation_id,verdict,gio_mode,criteria_a,criteria_b,criteria_c,criteria_d,reject_reasons
a7354ce81d6fae6e8a32e392b5efc099,REJECT,2.3,PASS,PASS,FAIL,PASS,Polish/edit provided English text (Chinese instruction); grounded generation with inline source; no dynamic data; belongs to none_gn
325ed4c83856c6fec46e2e934d51ee3a,REJECT,2.2,PASS,PASS,FAIL,PASS,Write rap lyrics; creative generation; no dynamic data; belongs to low_gn
559018c634f94afbe23d75f7df7aff57,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative fiction continuation (Minecraft fan fiction); no dynamic data; belongs to low_gn
eef7f12cc2ed0a5ce6a4e5b3bd52ae5d,REJECT,1.1,PASS,PASS,FAIL,PASS,Factual question about bond trading (clean vs dirty price); static fact retrieval; no dynamic data; belongs to low_gn
38b740b05016bd6495891fa3fe8d1651,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative fiction script (hypnosis scenario); no dynamic data; belongs to low_gn
907a70c1dbf1b6392ca8ea5ec7cb65b2,REJECT,2.3,PASS,PASS,FAIL,PASS,Improve provided sentence; grounded generation with inline source; no dynamic data; belongs to none_gn
70dbd94872a03e792c056ab4249d7463,EDGE_CASE,1.2,PASS,PASS,PASS,PASS,Tweets about todays fog; temporal marker (today) implies real-time context; borderline between 2.2 creative and 1.2 real-time synthesis
c44e607c5e5bd977343e3665f8e37fb0,REJECT,1.3,PASS,PASS,FAIL,PASS,Question about which Pantone book to use; advisory but no temporal urgency or volatile data; static domain knowledge; belongs to low_gn
9e93cfaed41ece23c97db09fc64fa274,REJECT,2.2,PASS,PASS,FAIL,PASS,Generate details on minimalist website design; content generation; no dynamic data; belongs to low_gn
4343593bca968a73150742774a8d11c2,REJECT,2.2,PASS,PASS,FAIL,PASS,Generate Rust app code; code generation; no dynamic data; belongs to low_gn
a751e39c23acda545a80693af46cd2e2,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative fiction story (hypnosis scenario); no dynamic data; belongs to low_gn
683e3a0e3708fdb3eff98914369ef8ac,REJECT,2.3,PASS,PASS,FAIL,PASS,Create news article from provided PR text; grounded generation (2.3) has N/A GN; does not belong in high_gn block
30bae3aa9e05b5e1d3ed43858e69de00,REJECT,2.2,PASS,PASS,FAIL,PASS,Generate Etsy title; creative marketing text; no dynamic data; belongs to low_gn
ae4c44193dbe68502504650c8f320099,REJECT,2.3,PASS,PASS,FAIL,PASS,Debug provided Keras code error; grounded generation with inline source; no dynamic data; belongs to none_gn
4545f37e0d41a850d99dda2862f38a1e,REJECT,2.2,PASS,PASS,FAIL,PASS,Generate Etsy title; creative marketing text; no dynamic data; belongs to low_gn
31679ceaf6461a2e5dade09afa795e08,REJECT,1.1,PASS,PASS,FAIL,PASS,How to sort files by date in Linux; static fact retrieval; no dynamic data; belongs to low_gn
46825c01a032f3b76cb50a149d593bd2,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative fiction writing (TIE event stories); no dynamic data; belongs to low_gn
fd71080ba280e53725087c99a131e548,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative fiction continuation (DDLC fan fiction); no dynamic data; belongs to low_gn
a98d9296cf2db858c68af11f875d7942,REJECT,2.3,PASS,PASS,FAIL,PASS,Rewrite provided financial analyst text more concisely; grounded generation (2.3) has N/A GN; does not belong in high_gn block
1c71c538dacf1a8d7b332bf59fc7cb68,REJECT,2.3,PASS,PASS,FAIL,PASS,Rewrite provided description of document processing; grounded generation with inline source; no dynamic data; belongs to none_gn
f99d93e966832aaef51f3abf036e56c2,REJECT,1.1,FAIL,FAIL,FAIL,PASS,References external context (this - low bone mineral density); ambiguous what is being asked; not standalone; no dynamic data
2c55528d98909205e55b72ca78308fdd,REJECT,2.2,PASS,PASS,FAIL,PASS,Generate spell combination name; creative generation; no dynamic data; belongs to low_gn
e0c58549d508195d8ebd757ce2feedd3,REJECT,1.3,FAIL,PASS,FAIL,PASS,References internal company context (where we are); not fully standalone; advisory but no volatile/dynamic data
4696ffd0d1bc791aa0d54cd4ad50e461,REJECT,2.3,PASS,PASS,FAIL,PASS,Rephrase provided text; grounded generation with inline source; no dynamic data; belongs to none_gn
bc673df07827de70f6b092a1e3803431,ACCEPT,3.2,PASS,PASS,PASS,PASS,Open-ended investigation requiring research into California apartment costs and budget planning; underspecified problem needing exploration of real-world dynamic data
ec97193dbb34cc1ade3d38ba3f006ae7,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative fiction story (DDLC fan fiction); no dynamic data; belongs to low_gn
4316b2613ea8661ccb4b7b085a79339a,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative fiction story (Hades fan fiction); no dynamic data; belongs to low_gn
aff06265cbc6777b171fa097969e5af3,REJECT,2.3,PASS,PASS,FAIL,PASS,Enhance provided paragraph; grounded generation with inline source; no dynamic data; belongs to none_gn
b1d78e924069b5d8565ebbe9d4b7d545,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative fiction script (hypnosis scenario); no dynamic data; belongs to low_gn
e5c31b2c25cdc8d17256777990a881c5,REJECT,1.1,PASS,PASS,FAIL,PASS,Factual question about script types; static fact retrieval; no dynamic data; belongs to low_gn
3bb3a522ccef23587373b9408fefee8d,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative fiction story (Azur Lane fan fiction); no dynamic data; belongs to low_gn
