conversation_id,verdict,mode,failed_criteria,reason
775abc45cb8553acbf46e3470075f76b,ACCEPT,2.1,none,Utility code generation: Rust Solana smart contract website
f92c19857a3210cde32adae5ff11d4a6,REJECT,2.3,c,Research paper requiring critics' quotes; grounded generation
e7ffc332ab795a166acb990dd1c133d7,ACCEPT,2.2,none,Creative essay writing on Bengali book publishing
734a9f37a0d4593876c373ab99ccf497,ACCEPT,2.1,none,Utility code generation: JS functions for WordPress posts
180c4e120c502ab168f169e2c8cb8b90,EDGE_CASE,2.2,d,Ambiguous phrasing; "Wrote lyrics to" unclear if request or statement
d32e34d8f79cf9ae275d3ddef405d97a,ACCEPT,2.2,none,Creative worldbuilding: design a fictional Pokemon evolution line
7b3c81113b6dd00c5052d7cd34f63c92,ACCEPT,2.1,none,Utility code generation: JS/HTML/CSS modal window
4d618680d507f97e65dcbe89ffad6103,ACCEPT,2.2,none,Creative fiction writing: comedic domestic scenario
877eacbb86216cb56307d574f3b4be52,ACCEPT,2.1,none,Utility code generation: C++ OpenGL ball game
341348dab5d639220080d3119cca73dd,ACCEPT,2.2,none,Creative sports script: fictional upset game scenario
410ec96ba6ff89edb9934940c443793b,REJECT,1.3,c,Asks for writing advice; subjective advisory not low_gn stratum
bb213905b138ecdd91c81d80ac609f80,ACCEPT,2.2,none,Creative RPG description: reincarnation scenario text
92fb53dcf155302c51c40b8886bd9131,ACCEPT,2.2,none,Creative dialogue: Tracer existential crisis in-game lines
2b5aa10f235b7a7ed61a8976bfc56c8c,ACCEPT,2.1,none,Utility document generation: use case writeup from content
4ffaed1b06e3b21ce13ee7bae843f3f3,ACCEPT,2.2,none,Creative scriptwriting: visit to Triangle Town Center
758ac5eeff12b5dfdb9c4b3e1409ccf8,ACCEPT,2.2,none,Creative sports script about national tipoff game
f068f7efd5ed479e2df00554eb22d4d2,ACCEPT,2.2,none,Creative writing in German: smalltalk questions for joggers
2240c3d6381957bf4fc48d3a0d665ca5,ACCEPT,2.2,none,Creative black comedy: FedEx plane in Ace Combat scenario
ab693b6ea3cb68fc64388a864b4cc122,REJECT,2.1,c,Contains time-sensitive financial news; needs real-time data context
79a164b195e9330a5431b31de5dd4322,ACCEPT,2.1,none,Utility text improvement: rewrite given paragraph better
833bfb1ec2feac542d888fa91ad4f9d8,ACCEPT,1.1,none,Factual question about SQLAlchemy query.options usage
71a0fe99978cb2fb25c7a8666eb489f6,ACCEPT,2.2,none,Creative scriptwriting: short film about homeless man
65253b6c994d37d2b9c180fcab243269,ACCEPT,2.2,none,Creative comedy story from given humorous dialogue setup
820fec7221b63825fa9598c2ecf97037,ACCEPT,2.2,none,Creative song lyrics writing: RnB chill style
8de27ff6619506a0843cf42056c728fd,ACCEPT,2.2,none,Creative script: hypnosis comedy scenario at a pub
4a58327e478eb79f7238b0a84e55bbd3,ACCEPT,2.2,none,Creative sports script: fictional coaching season scenario
45f875946a7291e1e5fac8a311396fcb,REJECT,1.3,c,Asks for subjective advice on songwriting; advisory not low_gn
a8f6867adca25a46eba1db525c27a4c1,ACCEPT,2.2,none,Creative short story: someone sitting on a stove
0c6037e1ff5ed6af51cf6cc09cf9e6b8,REJECT,2.1,d,Prompt is truncated mid-sentence; title incomplete
0d209fdba1d10be74ca5373c19158d08,ACCEPT,2.2,none,Creative sports script: fictional playoff ban scenario
fb0e7f3e4bac6063a1e15858add19071,REJECT,2.1,b;c,Ambiguous between utility code and security exploit guidance
00ee845d878a3043526b99fe451552a6,ACCEPT,2.2,none,Creative essay writing on gender neutral bathrooms
7c6d74a1aa1dccc540e847ff05c566c2,ACCEPT,1.1,none,Factual definitional question about the four seasons
a838b63facd50f81fdd3b9150ce865b5,ACCEPT,2.2,none,Creative fan-fiction: Spongebob parody episode script
e6fce8aa4477541b61710af575c71f0c,ACCEPT,2.2,none,Creative commercial script with named fictional cast
5ac436d96421cdc00641b55d83d71ff0,ACCEPT,2.2,none,Creative romance story about two named characters
