conversation_id,verdict,gio_mode,criteria_a,criteria_b,criteria_c,criteria_d,reject_reasons
092c798fee959f21254e56a7b4b89252,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative script (hypnosis); no volatile topic
d41ab77f2b15fc58da685f13910cf474,REJECT,2.1,PASS,PASS,FAIL,PASS,Grammar check utility task; no volatile topic
bf16fa64f3fe053e2456b834c4571c69,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative game character backstory; no volatile topic
8080f6df08847069eacb7c38cc2b3e5d,REJECT,2.2,FAIL,PASS,FAIL,PASS,References numbered section from prior context; no volatile topic
ac409084eb6c2614cb7395ad6d12a1c1,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative music composition; no volatile topic
3fca5e74f357fcd1b7c71c00b74b64aa,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative alt-history story (WW2); historical setting but no currently volatile topic
0bccd9c55b648753478ccde46bd1251d,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative book chapter on mindfulness; no volatile topic
4e59f91aac04fdfc944a5b176cdedc24,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative game script; no volatile topic
832cb2c5a9ef5c5f58bb46e09dd18e69,REJECT,2.1,PASS,PASS,FAIL,PASS,Utility rewriting (formal style); no volatile topic
8a8de8e8f24c1a13f522cd83f8f8b818,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative EAS warning generation; no volatile topic (weather is not a volatile discourse topic)
1411df4c6d2ca4b4087dda960d1b99c7,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative alternate history (Chinese politics); historical fiction not currently volatile
078cbf4190d7039511d4a321d83a9f70,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative Christmas fantasy story; no volatile topic
6c2097f2721858944467d5e9f758306a,REJECT,2.2,FAIL,PASS,PASS,PASS,References prior course module context (Module 1 with HTML tags); not standalone
6d043ab731a9588bf8839e0df7ae3747,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative light novel scene; no volatile topic (rebellion theme is fictional not real-world volatile)
7a71d6f5ca64073acbe48254e30af62b,REJECT,2.2,PASS,PASS,FAIL,PASS,SEO description for stock photo; no volatile topic
ea9d79529a48839c7d20d3c2035111eb,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative script (hypnosis with minor); no volatile topic
c7a0c408c881927b94f31147d04388cd,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative fan fiction (Overwatch); no volatile topic
78ea1c8cc4fcd78e16765f1761919224,REJECT,2.2,PASS,PASS,FAIL,PASS,Etsy title for Art Deco artwork; no volatile topic
8a8ecf08ecdbb5a4be02b48ff88b8a08,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative medical document fiction; no volatile topic
2b0075ea6b1658d2db6b58a9a114725d,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative fictional medical messages; no volatile topic
a6aaecb0dd33f3804332ec739544f862,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative tagline for travel company; no volatile topic
21f32f0869626e50694e166bf4f52a56,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative OC fanfic dialogue; no volatile topic
ba9f8c48e2298dc45f45b62711b4c7cc,EDGE_CASE,2.2,PASS,PASS,PASS,PASS,Creative Seinfeld episode involving marijuana dispensary (volatile drug policy topic) and Tinder (social media/tech)
bcd20bb7c8306f7f7034cb0248022d41,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative/analytical essay on morality; not a volatile topic in the AI/crypto/climate/politics sense
9b1c7f9907dbef061324bdf568b69081,ACCEPT,2.2,PASS,PASS,PASS,PASS,Creative counter-argument writing about AI image generation ethics (deepfakes/CP); volatile AI topic
be10d902acc1e37f6d468aa77414041e,REJECT,2.2,PASS,PASS,FAIL,PASS,SEO product description for art; no volatile topic
720dfced0e91964891295e8c17550b63,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative sci-fi worldbuilding (cosmology); no volatile topic
a04b5ac62688fe34f0ab1fb17ec11058,REJECT,2.2,PASS,PASS,FAIL,PASS,Jailbreak attempt (ignore previous instructions) + creative medical fiction; no volatile topic
a56501c2ed044ba855aa7251430439ab,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative GRE essay with vocabulary; no volatile topic
6d8cdbcc0d57121e56890c755484e755,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative script about video game character; no volatile topic
0c651e2d14e2ac9124fec09305c186b5,REJECT,2.2,PASS,PASS,FAIL,PASS,Social media post creation (Disney); no volatile topic
d89e8cdfd554e77258922c96b745fe0f,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative fantasy story (Death personified); no volatile topic
fba250b1f8698f7183f13133467c0a1f,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative character fusion description (Final Fantasy); no volatile topic
5c0ddf204d49caf3b1b651b49d0db89d,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative DDLC fanfic; no volatile topic
0b897ffb577ad917cd1314a8e159b9e9,ACCEPT,2.2,PASS,PASS,PASS,PASS,Creative prompt generation for Leonardo AI image generation; volatile AI-art topic
7dc88f73c2f483e7cbc969c4728274d3,ACCEPT,2.2,PASS,PASS,PASS,PASS,Creative expository writing about social media platforms (Facebook/YouTube/Twitter/Instagram); volatile social media topic
11b7e2299cfe9ce0bde69e078a35621e,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative spy thriller screenwriting; no volatile topic (starts with jailbreak but task itself is generic creative)
00501c69b2d702912e57a09c707414ea,REJECT,1.1,PASS,PASS,FAIL,PASS,Informational listing about AI image errors; volatile AI topic but no creative/generative task element
3d69342ca81e6a86ae86e7f36fe7eb26,REJECT,2.1,PASS,PASS,FAIL,PASS,Utility rewriting (informal to formal English); no volatile topic
9e2536da0f8bfc47b50c941049d33abf,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative DDLC fanfic; no volatile topic
46659d379e53278f38013b4b24db7fe7,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative fiction (shrinking story); no volatile topic
623c2f4b954b4c31fbfae8becd7a07f3,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative travel guide chapter; no volatile topic
d6a164b3f3469a6adbdcdfe53595be90,REJECT,2.2,PASS,PASS,FAIL,PASS,Email drafting (HR/staffing); no volatile topic
3f5c3e2fc4cbada42702827785d5e683,REJECT,2.2,PASS,PASS,FAIL,PASS,Creative script (hypnosis fetish); no volatile topic
